,Cycle,Cand_Name,Cand_Id,Debt_Owed_By_Committee,Transfer_From_Other_Auth_Committee,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Transfer_To_Other_Auth_Committee,Debt_Owe_To_Committee,Contributions,Loans,Refunds,Disbursements,Expenditures,Repayments,Receipts,Avg Annual Income,Avg Mortgage,Avg Age,Avg Household Income,% of With Foodstamps,% Without Foodstamps,%Females,%Males,% Widowed,% Never Married,% Married Spouse Present,% Divorced,% Seperated,% Married Spouse Absent,% White,% Black,% Other Race,% Two major Races,% Japanese,% Other Asian,% Native Indian or Alaska,% Chinese,% Three or More Races,% Citizen,% Non-Citizen,% Naturalized Citizen,% Speak_English ,% Other_Language,% Bachelor Degree,% Lower Education,% Masters or Professional Certificate,% Doctoral Degree,% Employed,% Self_Employed,% Unemployed,Winner
20,2008,"DURBIN, RICHARD J",S6IL00151,0.0,104385.0,0.0,0.0,0.0,0.0,27901912.0,0.0,38600.0,9807105.0,12413009.0,0.0,8648526.0,23887.8,788.7,42.6,45132.7,93.2,6.8,50.5,49.5,5.0,23.1,57.2,12.1,1.0,1.5,91.4,1.9,1.2,1.8,0.1,2.6,1.0,0.1,0.0,91.3,5.7,3.0,89.3,10.7,42.4,47.2,8.2,2.2,63.5,33.2,3.3,0
21,2008,"LANDRIEU, MARY L",S6LA00227,21447.0,314518.0,0.0,0.0,500.0,0.0,32268655.0,0.0,132968.0,10230897.0,19990904.0,0.0,9341854.0,25540.3,856.2,46.1,50023.0,94.3,5.7,54.6,45.4,7.4,18.7,59.0,11.2,1.5,2.3,75.5,18.1,0.8,2.3,0.0,1.9,1.4,0.0,0.0,94.7,2.0,3.2,92.5,7.5,44.8,47.5,6.9,0.8,63.6,32.5,3.9,0
22,2008,"COLLINS, SUSAN M",S6ME00159,0.0,272406.0,0.0,0.0,0.0,0.0,25735346.0,0.0,48500.0,7765295.0,15482090.0,0.0,7798079.0,33996.2,976.7,45.7,67622.1,94.9,5.1,52.5,47.5,6.8,25.6,53.1,12.0,1.0,1.5,77.1,17.2,1.0,0.7,0.1,2.9,0.1,0.8,0.2,89.8,5.6,4.6,88.8,11.2,47.9,39.8,10.5,1.7,63.8,32.2,4.0,1
23,2008,"RICKETTS, PETE",S6NE00129,7575000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102520.0,205041.0,0.0,120691.0,28106.9,880.5,49.9,54217.2,92.5,7.5,52.8,47.2,9.3,19.9,56.9,10.5,2.0,1.5,86.6,8.4,2.3,0.7,0.1,1.0,0.6,0.0,0.2,94.2,3.3,2.5,93.2,6.8,39.2,51.4,8.6,0.8,49.3,47.2,3.5,0
24,2008,"ZIMMER, DICK",S6NJ00131,0.0,13000.0,0.0,0.0,500.0,0.0,3724647.0,1105448.0,12040.0,1498731.0,1878972.0,1105448.0,1544844.0,44491.5,1480.9,43.7,68861.0,89.6,10.4,54.9,45.1,6.8,49.3,28.5,10.4,2.6,2.4,45.6,46.6,1.9,1.7,0.2,2.6,0.3,0.8,0.2,85.6,8.7,5.7,85.1,14.9,42.8,30.1,23.2,3.9,63.8,31.9,4.2,0
25,2008,"SMITH, GORDON HAROLD",S6OR00094,1559333.0,523738.0,0.0,0.0,5226.0,0.0,31136573.0,34500.0,321858.0,11409731.0,22303642.0,34492.0,9385409.0,25115.3,1011.1,47.4,50631.4,89.5,10.5,51.9,48.1,7.7,23.5,50.7,12.8,2.5,2.7,77.9,16.6,1.9,1.3,0.1,1.6,0.2,0.3,0.1,68.8,13.8,17.4,63.4,36.6,44.1,47.2,7.6,1.0,56.3,39.7,4.0,0
26,2008,"REED, JACK",S6RI00163,0.0,11957.0,0.0,0.0,0.0,0.0,13513692.0,0.0,41200.0,2258706.0,4476209.0,0.0,4134319.0,27648.3,925.0,40.9,48338.0,94.1,5.9,54.8,45.2,5.7,36.5,44.6,10.8,1.1,1.2,79.0,14.2,0.8,1.1,0.0,3.2,0.2,1.2,0.1,89.9,5.6,4.4,86.4,13.6,56.2,23.9,15.7,4.3,61.0,36.2,2.8,0
27,2008,"JOHNSON, TIM",S6SD00051,0.0,175640.0,0.0,0.0,0.0,0.0,14594487.0,0.0,112236.0,4600590.0,8888938.0,0.0,4559490.0,24507.8,873.1,47.8,47022.0,93.1,6.9,51.5,48.5,8.6,17.2,57.1,13.4,2.3,1.5,85.2,8.6,0.5,2.6,0.2,2.1,0.5,0.2,0.2,95.5,1.6,2.9,94.9,5.1,45.9,46.6,6.8,0.7,60.5,35.6,3.9,0
28,2008,"WARNER, MARK R",S6VA00093,0.0,374776.0,0.0,0.0,0.0,0.0,50437099.0,0.0,82650.0,13688229.0,22602807.0,0.0,13765303.0,27886.8,980.4,50.4,51504.8,94.9,5.1,52.4,47.6,8.6,15.7,58.7,13.7,1.7,1.7,89.1,6.4,0.9,1.1,0.1,1.9,0.1,0.3,0.1,90.1,3.4,6.5,90.1,9.9,53.0,37.4,8.7,0.8,54.0,41.8,4.2,1
29,2008,"BARRASSO, JOHN A",S6WY00068,0.0,63704.0,0.0,0.0,0.0,0.0,8530841.0,0.0,4100.0,2174041.0,3573582.0,0.0,2637066.0,30906.1,1212.9,48.1,57527.2,94.0,6.0,53.1,46.9,8.3,24.0,49.7,13.5,2.2,2.3,73.1,19.4,2.6,1.5,0.1,2.6,0.2,0.5,0.1,66.4,15.2,18.3,66.4,33.6,49.7,39.5,9.8,1.0,63.2,32.4,4.4,0
30,2008,"ENZI, MICHAEL B",S6WY00126,0.0,84917.0,0.0,0.0,200.0,0.0,5008655.0,0.0,17638.0,1256521.0,2460277.0,0.0,1654344.0,25364.2,884.2,55.1,46496.0,96.7,3.3,50.8,49.2,9.8,13.1,62.0,11.8,1.4,2.0,92.8,4.6,0.6,1.0,0.0,0.6,0.1,0.3,0.0,91.1,2.9,6.0,92.0,8.0,44.3,49.1,6.4,0.2,42.5,52.1,5.4,0
31,2008,"METCALFE, RAY",S8AK00082,0.0,0.0,0.0,0.0,0.0,0.0,121068.0,0.0,0.0,37819.0,46610.0,0.0,30351.0,30060.4,937.6,45.4,60982.2,95.2,4.8,52.3,47.7,6.8,15.9,63.4,10.6,1.9,1.4,88.1,7.0,0.7,1.1,0.1,2.8,0.1,0.1,0.0,93.4,2.0,4.6,92.2,7.8,51.2,41.4,7.0,0.4,62.1,34.6,3.3,0
32,2008,"VICKERS, RAYMOND B VIC",S8AK00124,1042609.0,0.0,0.0,0.0,0.0,0.0,40360.0,2085218.0,1000.0,1417065.0,1207336.0,0.0,1057553.0,38890.7,1328.0,52.6,71458.8,96.6,3.4,51.7,48.3,7.3,14.4,64.5,10.6,1.1,2.0,92.3,3.4,2.0,0.9,0.0,1.2,0.2,0.1,0.0,79.5,11.7,8.8,77.3,22.7,49.1,38.0,11.5,1.4,51.6,45.3,3.1,0
33,2008,"FIGURES, VIVIAN DAVIS",S8AL00282,0.0,0.0,0.0,0.0,0.0,0.0,1280641.0,0.0,3800.0,332832.0,658562.0,0.0,332750.0,22788.8,761.5,46.5,44190.3,91.6,8.4,51.1,48.9,7.7,25.1,48.0,13.5,2.8,2.9,74.9,17.5,0.9,2.5,0.2,3.2,0.8,0.0,0.0,94.1,2.5,3.4,92.1,7.9,49.3,43.1,6.6,1.0,56.3,40.2,3.5,0
34,2008,"LEITCH, GORDON",S8OR00231,0.0,0.0,0.0,0.0,0.0,0.0,41932.0,0.0,0.0,14001.0,21793.0,0.0,13786.0,21163.3,760.9,52.8,40416.8,94.3,5.7,55.3,44.7,13.2,12.8,59.9,11.0,1.6,1.5,93.5,3.1,0.9,1.0,0.0,1.3,0.1,0.1,0.0,91.9,2.4,5.7,89.5,10.5,39.5,55.1,4.7,0.6,42.9,52.5,4.7,0
35,2008,"DYKSTRA, JOEL DEAN",S8SD00107,17528.0,0.0,0.0,0.0,0.0,0.0,3624123.0,0.0,600.0,905366.0,2108342.0,0.0,907480.0,29980.8,1044.7,45.9,55144.9,93.6,6.4,53.1,46.9,6.6,23.1,53.0,13.0,2.4,2.0,81.5,11.2,1.9,1.7,0.1,2.8,0.3,0.4,0.0,83.9,7.6,8.4,77.0,23.0,49.4,40.2,9.4,1.0,63.8,32.3,3.9,0
36,2008,"PRATTAS, JAMES JOHN",P00003236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25901.8,911.9,53.5,48353.6,96.0,4.0,52.9,47.1,7.4,12.2,65.4,11.9,1.0,2.1,88.8,6.6,1.6,1.0,0.1,1.7,0.1,0.1,0.0,90.8,4.0,5.2,89.4,10.6,48.5,44.0,6.8,0.8,50.1,46.5,3.3,0
37,2008,"MOREAU, ROBERT EDWARD",P00003327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31665.9,1072.5,51.1,56088.6,95.8,4.2,52.4,47.6,8.5,14.4,61.9,11.8,1.1,2.2,90.4,4.8,2.4,0.8,0.0,1.1,0.3,0.2,0.0,85.9,7.2,6.9,84.9,15.1,49.0,41.4,8.7,0.9,50.3,45.6,4.1,0
38,2008,"BENNER, MARK D",S8CO00206,0.0,0.0,0.0,0.0,0.0,0.0,1217.0,0.0,0.0,328.0,657.0,0.0,339.0,29574.4,1138.4,51.7,51454.5,95.0,5.0,53.0,47.0,9.2,15.3,59.0,12.9,1.7,1.8,89.8,5.5,2.6,0.7,0.0,1.3,0.0,0.1,0.0,88.3,7.0,4.8,87.2,12.8,48.7,41.5,9.0,0.8,52.3,43.9,3.8,0
39,2008,"BIDEN, JOSEPH R JR",S8DE00012,0.0,644247.0,0.0,0.0,1900000.0,1600.0,2756339.0,0.0,53100.0,5341330.0,5093218.0,0.0,1549493.0,21871.1,728.8,51.5,42886.4,92.9,7.1,52.8,47.2,9.9,15.2,59.9,11.1,2.1,1.8,86.4,9.1,1.8,0.9,0.0,1.2,0.4,0.1,0.0,91.0,2.9,6.1,90.8,9.2,43.1,50.1,6.0,0.8,43.0,52.8,4.2,0
40,2008,"SMITH, TIM",S8DE00087,0.0,0.0,0.0,0.0,0.0,0.0,99220.0,0.0,0.0,27305.0,54610.0,0.0,27305.0,39083.0,1263.1,53.1,66022.0,98.0,2.0,50.2,49.8,9.6,12.3,63.2,11.6,1.5,1.6,94.6,2.7,0.8,0.8,0.0,0.6,0.2,0.2,0.0,91.4,3.6,5.0,90.3,9.7,52.1,36.0,11.1,0.8,47.8,49.1,3.1,0
41,2008,"KNIGHT, FRANKLIN RANDOLPH JR",S8GA00115,96400.0,15245.0,0.0,0.0,0.0,0.0,682779.0,215400.0,14600.0,290659.0,544118.0,22600.0,290670.0,27868.6,1038.5,47.1,52485.0,95.9,4.1,50.2,49.8,7.6,16.0,59.9,13.0,1.3,2.3,86.5,6.1,1.2,2.0,0.3,2.7,1.0,0.3,0.0,91.6,3.2,5.2,91.0,9.0,53.4,35.8,9.9,0.9,63.1,34.2,2.7,0
42,2008,"CARDWELL, WILLIAM DALE",S8GA00123,0.0,0.0,0.0,0.0,0.0,0.0,724908.0,0.0,1000.0,179734.0,353928.0,0.0,181777.0,28168.4,1113.6,44.2,52151.2,93.6,6.4,51.2,48.8,5.2,27.2,51.0,11.7,2.4,2.4,72.3,15.7,5.2,1.9,0.1,3.9,0.3,0.6,0.0,79.2,10.4,10.4,71.8,28.2,53.2,37.4,8.5,1.0,66.9,28.0,5.1,0
43,2008,"LANIER, JOSH",S8GA00149,0.0,0.0,0.0,0.0,0.0,0.0,4244.0,25000.0,0.0,14176.0,28352.0,0.0,13561.0,22642.1,981.9,45.3,43812.5,91.8,8.2,52.3,47.7,5.7,20.0,56.5,12.3,2.9,2.7,76.4,10.3,6.4,3.1,0.2,2.6,0.3,0.6,0.1,75.7,11.7,12.6,58.4,41.6,45.7,48.8,5.3,0.2,65.1,29.3,5.6,0
44,2008,"RATHJE, STEVE",S8IA00088,0.0,0.0,0.0,0.0,0.0,0.0,332260.0,39918.0,1950.0,107563.0,213376.0,0.0,107108.0,35889.8,1232.3,51.4,62258.6,95.7,4.3,53.2,46.8,9.8,19.5,54.5,12.0,1.9,2.3,82.6,11.9,2.1,0.9,0.1,1.7,0.3,0.5,0.1,77.3,11.3,11.4,76.7,23.3,50.1,37.9,10.9,1.1,54.9,41.2,3.9,0
45,2008,"EICHHORN, GEORGE SCOTT",S8IA00096,8043.0,0.0,0.0,0.0,0.0,0.0,27092.0,0.0,0.0,3287.0,6574.0,0.0,7407.0,24254.2,908.8,50.3,43962.9,94.1,5.9,53.3,46.7,9.4,14.7,60.8,12.7,1.2,1.1,92.5,3.2,1.4,0.8,0.1,1.8,0.1,0.2,0.0,89.7,4.2,6.1,88.4,11.6,46.3,47.3,5.7,0.6,50.4,45.5,4.1,0
46,2008,"REED, CHRISTOPHER",S8IA00104,0.0,0.0,0.0,0.0,0.0,0.0,219415.0,0.0,0.0,58793.0,117586.0,0.0,59087.0,29290.6,977.0,51.7,52165.1,94.4,5.6,53.6,46.4,10.6,18.9,50.2,16.5,2.1,1.7,88.5,7.1,0.7,0.8,0.1,2.3,0.2,0.2,0.1,88.8,5.1,6.1,88.6,11.4,50.4,40.3,8.3,0.9,56.4,40.2,3.4,0
47,2008,"LAROCCO, LARRY",S8ID00076,303500.0,200.0,0.0,0.0,0.0,0.0,4188427.0,600000.0,3000.0,1426540.0,2830901.0,0.0,1428717.0,23561.1,785.5,48.4,46522.2,91.2,8.8,52.6,47.4,8.0,18.1,58.0,12.1,2.0,1.8,84.3,9.9,2.5,0.9,0.1,1.6,0.4,0.2,0.1,88.5,6.7,4.8,84.4,15.6,41.0,53.0,5.3,0.7,53.6,42.5,3.9,0
48,2008,"RISCH, JAMES E",S8ID00092,53305.0,32408.0,0.0,0.0,0.0,0.0,11238180.0,990000.0,17480.0,3574706.0,6166132.0,960000.0,3636606.0,39054.6,1234.5,47.7,75612.8,96.6,3.4,53.5,46.5,6.2,15.3,65.6,10.4,1.1,1.4,93.1,3.3,0.7,1.0,0.0,1.4,0.3,0.2,0.0,92.6,2.5,4.9,92.4,7.6,56.3,29.9,12.0,1.8,60.5,36.3,3.2,0
49,2008,"RAMMELL, REX FLOYD",S8ID00100,76718.0,0.0,0.0,0.0,0.0,0.0,125227.0,807802.0,0.0,439397.0,218794.0,660000.0,439360.0,24274.9,978.0,49.0,44758.6,92.9,7.1,52.0,48.0,9.0,18.5,55.8,12.6,2.2,1.9,80.8,13.4,2.5,1.0,0.0,1.7,0.1,0.3,0.0,84.5,8.1,7.4,83.0,17.0,42.9,49.9,6.3,0.9,53.2,41.1,5.8,0
50,2008,"THOMPSON, DONALD NEAL",S8ID00142,87.0,0.0,0.0,0.0,0.0,0.0,5800.0,20000.0,0.0,11684.0,3020.0,20000.0,11600.0,26377.5,800.5,46.1,50960.7,92.6,7.4,50.6,49.4,5.6,14.3,66.3,9.8,1.8,2.4,90.0,3.5,0.5,1.3,0.1,2.9,0.8,0.8,0.0,93.3,2.8,4.0,92.6,7.4,54.8,37.8,6.8,0.7,63.5,33.6,2.9,0
51,2008,"SAUERBERG, STEVEN KENNETH",S8IL00165,379047.0,0.0,0.0,0.0,0.0,0.0,2877158.0,2578090.0,6800.0,12046044.0,2192471.0,1869994.0,2027277.0,32154.7,1018.0,55.5,56088.7,96.3,3.7,54.6,45.4,10.7,13.5,59.5,13.3,1.4,1.6,94.6,3.1,0.5,0.6,0.0,0.8,0.2,0.0,0.0,88.6,5.3,6.1,89.4,10.6,49.3,39.2,10.3,1.3,48.1,47.9,4.0,0
52,2008,"ORMAN, GREGORY JOHN",S8KS00227,0.0,0.0,0.0,0.0,0.0,0.0,1717282.0,0.0,942830.0,568838.0,194846.0,0.0,568694.0,32711.6,1102.8,46.3,62627.6,95.9,4.1,52.9,47.1,6.8,21.4,56.3,11.9,1.7,1.9,84.0,7.8,2.7,1.3,0.1,3.6,0.1,0.3,0.1,87.0,5.7,7.3,83.4,16.6,57.1,32.1,10.0,0.9,66.9,29.3,3.8,0
53,2008,"SLATTERY, JIM",S8KS00235,0.0,0.0,0.0,0.0,0.0,0.0,6449394.0,0.0,0.0,1677905.0,3355809.0,0.0,1678016.0,24455.9,917.7,49.7,46442.8,94.7,5.3,53.0,47.0,9.7,18.3,55.4,13.2,1.4,2.1,89.2,6.2,1.7,1.0,0.1,1.2,0.3,0.2,0.0,91.7,3.3,5.0,88.8,11.2,49.1,43.5,6.5,1.0,53.7,42.9,3.4,0
54,2008,"WYLIE, DAVID LEE",S8KY00191,419.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,3088.0,6176.0,0.0,0.0,23396.9,741.9,45.0,47597.0,90.6,9.4,52.5,47.5,8.2,19.7,56.4,11.4,2.4,2.0,76.4,19.9,1.3,0.8,0.1,1.1,0.3,0.2,0.1,95.0,3.2,1.9,93.9,6.1,40.0,53.1,6.2,0.8,57.8,38.5,3.7,0
55,2008,"CASSARO, MICHAEL GERRARD",S8KY00209,72320.0,0.0,0.0,0.0,0.0,0.0,263681.0,150800.0,0.0,131782.0,256906.0,6158.0,131783.0,24099.5,715.6,46.1,49029.1,85.8,14.2,54.5,45.5,8.7,28.6,44.0,13.6,2.8,2.3,52.9,43.7,0.5,1.3,0.0,0.9,0.3,0.4,0.0,96.7,1.4,1.9,96.2,3.8,43.0,49.2,6.9,1.0,54.0,41.4,4.6,0
